shot,match,tournament,round,date,attacker_team,gk_team,attacker,goalkeeper,goal,missed,saved,shot_order,take_first,FT_goals,neutral_stadium,attacker_home,game_data,additional
2006,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Marcelo Salas,Leonardo Romay,1,0,0,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2007,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Victor Hugo Castaneda,Leonardo Romay,1,0,0,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2008,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Patricio Mardones,Leonardo Romay,1,0,0,5,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2009,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Walter Silvani,Leonardo Romay,1,0,0,6,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2010,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Cristian Traverso,Leonardo Romay,1,0,0,7,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2011,193,LI,last16,10-May-1996,Universidad de Chile,Defensor,Ronald Fuentes,Leonardo Romay,1,0,0,8,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2012,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Sebastian Abreu,Sergio Vargas,1,0,0,1,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2013,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Jose Chilelli,Sergio Vargas,1,0,0,2,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2014,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Pablo Hernandez,Sergio Vargas,0,0,1,3,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2015,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Leonardo Romay,Sergio Vargas,1,0,0,4,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2016,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Jorge da Silva,Sergio Vargas,1,0,0,5,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2017,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Tabare Silva,Sergio Vargas,1,0,0,6,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2018,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Andres Fleurquin,Sergio Vargas,1,0,0,7,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2019,193,LI,last16,10-May-1996,Defensor,Universidad de Chile,Ruben dos Santos,Sergio Vargas,0,0,1,8,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296028,
2020,194,LI,last16,6-May-1997,Millonarios,Penarol,Ricardo Perez,Fernando Alvez,1,0,0,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2021,194,LI,last16,6-May-1997,Millonarios,Penarol,Edison Dominguez,Fernando Alvez,0,0,1,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2022,194,LI,last16,6-May-1997,Millonarios,Penarol,Flaminio Rivas,Fernando Alvez,0,0,1,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2023,194,LI,last16,6-May-1997,Millonarios,Penarol,Bonner Mosquera,Fernando Alvez,1,0,0,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2024,194,LI,last16,6-May-1997,Millonarios,Penarol,Jhon Mario Ramirez,Fernando Alvez,0,0,1,5,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2025,194,LI,last16,6-May-1997,Penarol,Millonarios,Pablo Bengoechea,Luis Sanchez,1,0,0,1,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2026,194,LI,last16,6-May-1997,Penarol,Millonarios,Luis Romero,Luis Sanchez,1,0,0,2,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2027,194,LI,last16,6-May-1997,Penarol,Millonarios,Serafin Garcia,Luis Sanchez,0,0,1,3,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2028,194,LI,last16,6-May-1997,Penarol,Millonarios,Juan de Lima,Luis Sanchez,1,0,0,4,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296119,
2029,195,LI,last16,6-May-1997,Gremio,Guarani,Dinho,Derlis Gomez,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2030,195,LI,last16,6-May-1997,Gremio,Guarani,Francisco Arce,Derlis Gomez,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2031,195,LI,last16,6-May-1997,Gremio,Guarani,Mauro Galvao,Derlis Gomez,0,1,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2032,195,LI,last16,6-May-1997,Gremio,Guarani,Carlos Miguel,Derlis Gomez,0,1,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2033,195,LI,last16,6-May-1997,Gremio,Guarani,Rodrigo Gral,Derlis Gomez,0,0,1,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2034,195,LI,last16,6-May-1997,Guarani,Gremio,Gustavo Sotelo,Danrlei,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2035,195,LI,last16,6-May-1997,Guarani,Gremio,Luis Romero,Danrlei,0,0,1,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2036,195,LI,last16,6-May-1997,Guarani,Gremio,Derlis Soto,Danrlei,0,1,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2037,195,LI,last16,6-May-1997,Guarani,Gremio,Ruben Dario Delgado,Danrlei,0,0,1,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2038,195,LI,last16,6-May-1997,Guarani,Gremio,Alfredo Almada,Danrlei,0,1,0,5,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296109,
2039,196,LI,last16,7-May-1997,Racing Club,River Plate,Nacho Gonzalez,Roberto Bonano,1,0,0,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2040,196,LI,last16,7-May-1997,Racing Club,River Plate,Jose Sebastian Brusco,Roberto Bonano,1,0,0,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2041,196,LI,last16,7-May-1997,Racing Club,River Plate,Carlos Netto,Roberto Bonano,1,0,0,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2042,196,LI,last16,7-May-1997,Racing Club,River Plate,Ruben Capria,Roberto Bonano,1,0,0,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2043,196,LI,last16,7-May-1997,Racing Club,River Plate,Marcelo Delgado,Roberto Bonano,1,0,0,5,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2044,196,LI,last16,7-May-1997,River Plate,Racing Club,Roberto Trotta,Nacho Gonzalez,1,0,0,1,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2045,196,LI,last16,7-May-1997,River Plate,Racing Club,Celso Ayala,Nacho Gonzalez,1,0,0,2,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2046,196,LI,last16,7-May-1997,River Plate,Racing Club,Hernan Diaz,Nacho Gonzalez,1,0,0,3,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2047,196,LI,last16,7-May-1997,River Plate,Racing Club,Enzo Francescoli,Nacho Gonzalez,0,0,1,4,0,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296117,
2048,197,LI,last16,14-May-1997,Cruzeiro,CD El Nacional,Marcelo Ramos,Oswaldo Ibarra,1,0,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2049,197,LI,last16,14-May-1997,Cruzeiro,CD El Nacional,Ricardinho,Oswaldo Ibarra,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2050,197,LI,last16,14-May-1997,Cruzeiro,CD El Nacional,Fabinho,Oswaldo Ibarra,1,0,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2051,197,LI,last16,14-May-1997,Cruzeiro,CD El Nacional,Marcos,Oswaldo Ibarra,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2052,197,LI,last16,14-May-1997,Cruzeiro,CD El Nacional,Wilson Gottardo,Oswaldo Ibarra,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2053,197,LI,last16,14-May-1997,CD El Nacional,Cruzeiro,Joffre Arroyo,Dida,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2054,197,LI,last16,14-May-1997,CD El Nacional,Cruzeiro,Vilson Rosero,Dida,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2055,197,LI,last16,14-May-1997,CD El Nacional,Cruzeiro,Ebelio Ordonez,Dida,1,0,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2056,197,LI,last16,14-May-1997,CD El Nacional,Cruzeiro,Cleber Chala,Dida,0,0,1,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296111,
2057,198,LI,quarter,28-May-1997,Racing Club,Penarol,Nacho Gonzalez,Fernando Alvez,1,0,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2058,198,LI,quarter,28-May-1997,Racing Club,Penarol,Claudio Ubeda,Fernando Alvez,1,0,0,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2059,198,LI,quarter,28-May-1997,Racing Club,Penarol,Marcelo Delgado,Fernando Alvez,1,0,0,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2060,198,LI,quarter,28-May-1997,Racing Club,Penarol,Jose Serrizuela,Fernando Alvez,0,0,1,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2061,198,LI,quarter,28-May-1997,Racing Club,Penarol,Ruben Capria,Fernando Alvez,0,0,1,5,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2062,198,LI,quarter,28-May-1997,Penarol,Racing Club,Pablo Bengoechea,Nacho Gonzalez,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2063,198,LI,quarter,28-May-1997,Penarol,Racing Club,Oscar Aguirregaray,Nacho Gonzalez,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2064,198,LI,quarter,28-May-1997,Penarol,Racing Club,Enrique de los Santos,Nacho Gonzalez,0,1,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2065,198,LI,quarter,28-May-1997,Penarol,Racing Club,Ruben Pereira,Nacho Gonzalez,0,0,1,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2066,198,LI,quarter,28-May-1997,Penarol,Racing Club,Luis Romero,Nacho Gonzalez,0,0,1,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296127,
2067,199,LI,semi,30-Jul-1997,Cruzeiro,Colo Colo,Ricardinho,Marcelo Ramirez,1,0,0,1,1,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2068,199,LI,semi,30-Jul-1997,Cruzeiro,Colo Colo,Donizete Oliveira,Marcelo Ramirez,1,0,0,2,1,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2069,199,LI,semi,30-Jul-1997,Cruzeiro,Colo Colo,Fabinho,Marcelo Ramirez,1,0,0,3,1,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2070,199,LI,semi,30-Jul-1997,Cruzeiro,Colo Colo,Marcelo Ramos,Marcelo Ramirez,1,0,0,4,1,2,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2071,199,LI,semi,30-Jul-1997,Colo Colo,Cruzeiro,Ivo Basay,Dida,0,0,1,1,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2072,199,LI,semi,30-Jul-1997,Colo Colo,Cruzeiro,Marcelo Espina,Dida,0,0,1,2,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2073,199,LI,semi,30-Jul-1997,Colo Colo,Cruzeiro,Jose Luis Sierra,Dida,1,0,0,3,0,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296129,
2074,200,LI,last16,29-Apr-1998,Alianza Lima,Penarol,Juan Jayo,Claudio Flores,0,0,1,1,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2075,200,LI,last16,29-Apr-1998,Alianza Lima,Penarol,Marcial Salazar,Claudio Flores,1,0,0,2,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2076,200,LI,last16,29-Apr-1998,Alianza Lima,Penarol,Frank Ruiz,Claudio Flores,0,0,1,3,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2077,200,LI,last16,29-Apr-1998,Alianza Lima,Penarol,Claudio Pizarro,Claudio Flores,0,0,1,4,1,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2078,200,LI,last16,29-Apr-1998,Penarol,Alianza Lima,Pablo Bengoechea,Jorge Battaglia,1,0,0,1,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2079,200,LI,last16,29-Apr-1998,Penarol,Alianza Lima,Antonio Pacheco,Jorge Battaglia,1,0,0,2,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2080,200,LI,last16,29-Apr-1998,Penarol,Alianza Lima,Nicolas Rotundo,Jorge Battaglia,1,0,0,3,0,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296399,
2081,201,LI,last16,30-Apr-1998,Olimpia,CA Colon,Carlos Paredes,Jose Burtovoy,1,0,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2082,201,LI,last16,30-Apr-1998,Olimpia,CA Colon,Walter Avalos,Jose Burtovoy,0,0,1,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2083,201,LI,last16,30-Apr-1998,Olimpia,CA Colon,Felix Torres,Jose Burtovoy,0,0,1,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2084,201,LI,last16,30-Apr-1998,Olimpia,CA Colon,Luis Monzon,Jose Burtovoy,0,0,1,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2085,201,LI,last16,30-Apr-1998,Olimpia,CA Colon,Gabriel Gonzalez,Jose Burtovoy,0,0,1,5,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2086,201,LI,last16,30-Apr-1998,CA Colon,Olimpia,Dante Unali,Ricardo Tavarelli,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2087,201,LI,last16,30-Apr-1998,CA Colon,Olimpia,Rodolfo Aquino,Ricardo Tavarelli,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2088,201,LI,last16,30-Apr-1998,CA Colon,Olimpia,Claudio Marini,Ricardo Tavarelli,0,1,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2089,201,LI,last16,30-Apr-1998,CA Colon,Olimpia,Marcelo Saralegui,Ricardo Tavarelli,0,1,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296405,
2090,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Justo Meza,Jose Francisco Cevallos,0,0,1,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2091,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Hugo Olevar,Jose Francisco Cevallos,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2092,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Sergio Recalde,Jose Francisco Cevallos,0,0,1,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2093,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Richard Gomez,Jose Francisco Cevallos,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2094,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Guido Alvarenga,Jose Francisco Cevallos,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2095,202,LI,semi,22-Jul-1998,Cerro Porteno,Barcelona SC,Fabian Caballero,Jose Francisco Cevallos,0,0,1,6,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2096,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Washington Aires,Aldo Bobadilla,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2097,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Fricson George,Aldo Bobadilla,0,0,1,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2098,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Julio Rosero,Aldo Bobadilla,1,0,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2099,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Marcelo Morales,Aldo Bobadilla,1,0,0,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2100,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Nicolas Asencio,Aldo Bobadilla,0,0,1,5,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2101,202,LI,semi,22-Jul-1998,Barcelona SC,Cerro Porteno,Anthony de Avila,Aldo Bobadilla,1,0,0,6,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296441,
2102,203,LI,last16,22-Apr-1999,LDU Quito,River Plate,Ricardo Perez,Roberto Bonano,1,0,0,1,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2103,203,LI,last16,22-Apr-1999,LDU Quito,River Plate,Ulises de la Cruz,Roberto Bonano,1,0,0,2,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2104,203,LI,last16,22-Apr-1999,LDU Quito,River Plate,Patricio Hurtado,Roberto Bonano,1,0,0,3,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2105,203,LI,last16,22-Apr-1999,LDU Quito,River Plate,Lider Mejia,Roberto Bonano,1,0,0,4,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2106,203,LI,last16,22-Apr-1999,LDU Quito,River Plate,Alex Escobar,Roberto Bonano,0,0,1,5,1,1,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2107,203,LI,last16,22-Apr-1999,River Plate,LDU Quito,Carlos Netto,Jacinto Espinoza,1,0,0,1,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2108,203,LI,last16,22-Apr-1999,River Plate,LDU Quito,Leonardo Ramos,Jacinto Espinoza,1,0,0,2,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2109,203,LI,last16,22-Apr-1999,River Plate,LDU Quito,Leonel Gancedo,Jacinto Espinoza,1,0,0,3,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2110,203,LI,last16,22-Apr-1999,River Plate,LDU Quito,Eduardo Berizzo,Jacinto Espinoza,1,0,0,4,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2111,203,LI,last16,22-Apr-1999,River Plate,LDU Quito,Leonardo Astrada,Jacinto Espinoza,1,0,0,5,0,0,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296596,
2112,204,LI,quarter,12-May-1999,Corinthians,Palmeiras,Freddy Rincon,Marcos,1,0,0,1,1,2,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2113,204,LI,quarter,12-May-1999,Corinthians,Palmeiras,Dinei,Marcos,0,1,0,2,1,2,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2114,204,LI,quarter,12-May-1999,Corinthians,Palmeiras,Vampeta,Marcos,0,0,1,3,1,2,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2115,204,LI,quarter,12-May-1999,Corinthians,Palmeiras,Sylvinho,Marcos,1,0,0,4,1,2,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2116,204,LI,quarter,12-May-1999,Palmeiras,Corinthians,Francisco Arce,Mauricio,1,0,0,1,0,0,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2117,204,LI,quarter,12-May-1999,Palmeiras,Corinthians,Evair,Mauricio,1,0,0,2,0,0,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2118,204,LI,quarter,12-May-1999,Palmeiras,Corinthians,Rogerio,Mauricio,1,0,0,3,0,0,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2119,204,LI,quarter,12-May-1999,Palmeiras,Corinthians,Zinho,Mauricio,1,0,0,4,0,0,0,,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296608,
2120,205,LI,final,16-Jun-1999,Palmeiras,Deportivo Cali,Zinho,Rafael Dudamel,0,1,0,1,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2121,205,LI,final,16-Jun-1999,Palmeiras,Deportivo Cali,Junior Baiano,Rafael Dudamel,1,0,0,2,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2122,205,LI,final,16-Jun-1999,Palmeiras,Deportivo Cali,Roque Junior,Rafael Dudamel,1,0,0,3,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2123,205,LI,final,16-Jun-1999,Palmeiras,Deportivo Cali,Rogerio,Rafael Dudamel,1,0,0,4,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2124,205,LI,final,16-Jun-1999,Palmeiras,Deportivo Cali,Euller,Rafael Dudamel,1,0,0,5,1,2,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2125,205,LI,final,16-Jun-1999,Deportivo Cali,Palmeiras,Rafael Dudamel,Marcos,1,0,0,1,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2126,205,LI,final,16-Jun-1999,Deportivo Cali,Palmeiras,Hernan Gaviria,Marcos,1,0,0,2,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2127,205,LI,final,16-Jun-1999,Deportivo Cali,Palmeiras,Mario Yepes,Marcos,1,0,0,3,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2128,205,LI,final,16-Jun-1999,Deportivo Cali,Palmeiras,Gerardo Bedoya,Marcos,0,1,0,4,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2129,205,LI,final,16-Jun-1999,Deportivo Cali,Palmeiras,Martin Zapata,Marcos,0,1,0,5,0,1,0,0,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296620,
2130,206,LI,last16,9-May-2000,Corinthians,Rosario Central,Ricardinho,Jose Maria Buljubasich,1,0,0,1,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296744,
2131,206,LI,last16,9-May-2000,Corinthians,Rosario Central,Marcos Senna,Jose Maria Buljubasich,1,0,0,2,1,3,0,1,https://www.transfermarkt.com/spielbericht/index/spielbericht/3296744,
